gene	query	kegg_org_hit	gene_hit	percent_id	e_vlaue
385	ASF492	esr	response_regulator_of_the_lytr/algr_family	35.1	1.3e-35
386	ASF492	pwa	hypothetical_protein	41.8	1.0e-12
387	ASF492	ral	aldo/keto_reductase	73.3	4.6e-33
388	ASF492	cso	predicted_oxidoreductases_(related_to_aryl-alcohol_dehydrogenases)	84.3	2.2e-51
389	ASF492	tbe	transcriptional_regulator	50.1	4.3e-109
390	ASF492	rim	transposase_and_inactivated_derivatives	64.0	3.1e-48
391	ASF492	sgp	hypothetical_protein	37.6	4.4e-23
392	ASF492	txy	transposase_is200-family_protein	78.5	3.6e-63
393	ASF492	era	site-specific_recombinases|dna_invertase_pin_homologs	30.6	7.7e-19
394	ASF492	spj	tnpv	83.3	1.2e-24
395	ASF492	cct	hypothetical_protein	41.2	3.2e-48
396	ASF492	ert	abc-type_multidrug_transport_system|atpase_component	64.6	2.2e-33
397	ASF492	spj	rna_polymerase_sigma-b_factor	80.8	2.4e-70
398	ASF492	sui	hypothetical_protein	80.1	7.7e-58
399	ASF492	cdl	hypothetical_protein	66.7	2.1e-46
400	ASF492	coo	phage_replisome_organizer|putative	72.3	1.9e-72
401	ASF492	rho	hypothetical_protein	73.1	1.1e-33
402	ASF492	cso	phage_dna_replication_protein_(predicted_replicative_helicase_loader)	87.0	3.3e-44
403	ASF492	cso	hypothetical_protein	57.1	1.1e-54
404	ASF492	pph	transposase_is200-family_protein	75.3	1.1e-26
405	ASF492	dal	transposase_is4_family_protein	44.3	5.2e-11
406	ASF492	amt	hypothetical_protein	40.8	3.5e-87
407	ASF492	rho	hypothetical_protein	66.7	2.1e-31
408	ASF492	ctc	rna_polymerase_sigma_factor	34.5	5.9e-22
409	ASF492	sdr	hypothetical_protein	29.5	3.0e-11
410	ASF492	clj	transcriptional_regulator	48.1	3.0e-54
411	ASF492	clj	membrane-associated_atp-binding_domain-containing_protein	27.2	1.8e-39
412	ASF492	ert	hypothetical_protein	49.1	4.0e-35
413	ASF492	rho	hypothetical_protein	72.0	2.5e-79
414	ASF492	ert	hypothetical_protein	75.2	1.5e-44
415	ASF492	ddl	kila-n_domain-containing_protein	74.3	1.1e-40
416	ASF492	rto	site-specific_recombinases|dna_invertase_pin_homologs	77.3	5.7e-36
417	ASF492	fpr	virulence_protein	73.8	1.1e-137
418	ASF492	aeq	hypothetical_protein	47.4	1.8e-40
419	ASF492	rob	site-specific_recombinases|dna_invertase_pin_homologs	62.5	2.0e-88
420	ASF492	rob	site-specific_recombinases|dna_invertase_pin_homologs	80.3	7.6e-132
421	ASF492	era	archaeal_atpase.	58.8	6.9e-60
422	ASF492	scc	transcriptional_regulator	48.0	6.7e-72
423	ASF492	mma	atp-dependent_dna_helicase	64.7	7.1e-11
424	ASF492	era	archaeal_atpase.	50.2	3.2e-65
425	ASF492	era	parb-like_partition_proteins	66.3	3.3e-83
426	ASF492	ova	hypothetical_protein	80.8	3.3e-152
427	ASF492	rah	hypothetical_protein	35.0	2.9e-17
428	ASF492	spj	chromosome_partitioning_protein_parb	85.6	4.0e-68
429	ASF492	tgu	sporulation_initiation_inhibitor_protein_soj-like	93.6	1.6e-133
430	ASF492	gva	llaji_restriction_endonuclease	85.4	1.7e-231
431	ASF492	gva	atpase_family_associated_with_various_cellular_activities_(aaa)	81.8	1.0e-174
432	ASF492	pru	c-5_cytosine-specific_family_dna_methylase	55.7	1.4e-118
433	ASF492	pru	c-5_cytosine-specific_family_dna_methylase	59.4	4.8e-110
434	ASF492	cyn	restriction_endonuclease	41.4	4.7e-10
435	ASF492	ert	transposase_and_inactivated_derivatives	58.1	1.5e-133
436	ASF492	ctc	hypothetical_protein	31.9	6.7e-19
437	ASF492	bpo	putative_chromosome_segregation_atpase	28.6	1.5e-39
438	ASF492	efc	resolvase_family_site-specific_recombinase	72.4	1.1e-198
439	ASF492	efc	recombinase	59.3	1.6e-39
440	ASF492	efc	resolvase_family_site-specific_recombinase	62.9	1.7e-164
441	ASF492	efc	hypothetical_protein	59.3	4.7e-10
442	ASF492	bprs	muramidase_(flagellum-specific)	77.4	2.0e-105
443	ASF492	bprm	toxin_secretion/phage_lysis_holin	86.6	4.9e-62
444	ASF492	cls	hypothetical_protein	30.7	1.1e-23
445	ASF492	scg	hypothetical_protein	34.5	2.6e-38
446	ASF492	scg	hypothetical_protein	40.8	3.0e-106
447	ASF492	scg	hypothetical_protein	36.4	4.6e-59
448	ASF492	scg	hypothetical_protein	25.8	7.9e-35
449	ASF492	rum	phage_tail_tape_measure_protein|tp901_family	75.7	1.6e-172
450	ASF492	csb	nicotinamidase-like_amidase	69.8	4.5e-68
451	ASF492	ccb	n-acetyltransferase_gcn5	48.5	3.2e-42
452	ASF492	gvh	hypothetical_protein	70.2	2.5e-41
453	ASF492	scg	hypothetical_protein	81.0	3.9e-81
454	ASF492	bprm	hypothetical_protein	67.6	5.3e-38
455	ASF492	bprm	bacteriophage_protein_of_unknown_function_(duf646).	62.1	1.5e-36
456	ASF492	bprm	phage_head-tail_adaptor|putative	77.3	1.1e-43
457	ASF492	scg	hypothetical_protein	55.4	1.2e-19
458	ASF492	ccb	phage_major_capsid_protein|hk97_family	73.9	1.6e-161
459	ASF492	scg	edopeptidase_clp_(ec:3.4.21.92)	72.9	1.5e-90
460	ASF492	esr	phage_portal_protein|hk97_family	76.5	2.5e-200
461	ASF492	det	terminase|large_subunit	88.6	1.1e-290
462	ASF492	pcn	hypothetical_protein	39.1	2.5e-06
463	ASF492	afn	hypothetical_protein	36.9	1.5e-18
464	ASF492	efc	hypothetical_protein	65.1	1.8e-52
465	ASF492	efc	amidoligase	81.3	2.0e-145
466	ASF492	efc	hypothetical_protein	55.4	2.0e-66
467	ASF492	clb	site-specific_dna_methylase	56.8	8.2e-194
468	ASF492	bprm	dna_modification_methylase	80.5	9.9e-120
469	ASF492	ccb	hypothetical_protein	79.4	1.3e-41
470	ASF492	ova	hypothetical_protein	71.8	1.5e-80
471	ASF492	txy	transposase_is200-family_protein	77.2	9.0e-36
472	ASF492	ccb	vrr-nuc_domain-containing_protein	78.9	3.2e-33
473	ASF492	ain	prophage_protein	61.1	1.1e-272
474	ASF492	efc	hypothetical_protein	61.9	1.1e-43
475	ASF492	ckl	phage-related_dna_polymerase_(ec:2.7.7.7)	74.9	3.0e-295
476	ASF492	hmo	hypothetical_protein	87.4	8.4e-89
477	ASF492	hmo	hypothetical_protein	71.4	3.4e-39
478	ASF492	tex	hypothetical_protein	53.3	3.1e-23
479	ASF492	ckl	hypothetical_protein	69.4	5.3e-22
480	ASF492	ere	transcriptional_regulatory_protein	51.8	1.8e-30
481	ASF492	cpb	type_11_methyltransferase	51.4	1.7e-76
482	ASF492	ccl	methylase_involved_in_ubiquinone/menaquinone_biosynthesis	65.2	3.1e-76
483	ASF492	rbr	dihydroxyacid_dehydratase_(ec:4.2.1.9)	71.6	3.5e-228
484	ASF492	axl	gntr_family_transcriptional_regulator	63.2	1.0e-72
485	ASF492	dgi	hypothetical_protein	40.4	4.9e-56
486	ASF492	rho	putative_transcriptional_regulator	46.6	8.4e-27
487	ASF492	faa	transposase	47.7	5.8e-45
488	ASF492	bck	transposase_is4_family_protein	44.1	1.8e-21
489	ASF492	bag	transposase_is4_family_protein	42.9	4.3e-14
490	ASF492	elm	hypothetical_protein	61.8	2.0e-27
491	ASF492	cls	ureh|urease_accessory_protein_ureh	57.8	3.8e-75
492	ASF492	cls	hypb|ni2+-binding_gtpase	89.6	1.9e-99
493	ASF492	cls	uref|urease_accessory_protein_uref	68.6	4.4e-87
494	ASF492	cls	uree|urease_accessory_protein_uree	73.0	3.8e-66
495	ASF492	cls	hypothetical_protein	78.7	7.5e-73
496	ASF492	cls	urec|urea_amidohydrolase	90.9	1.6e-308
497	ASF492	cls	ureb|urea_amidohydrolase	79.8	2.2e-50
498	ASF492	sib	putative_transposase	65.9	2.5e-47
499	ASF492	rim	abc-type_cobalt_transport_system|atpase_component	60.6	6.1e-79
500	ASF492	rix	cobalt_abc_transporter|permease_protein_cbiq	51.0	6.1e-74
501	ASF492	bpb	cbim|cobalamin_biosynthesis_protein_cbim	65.2	5.1e-121
502	ASF492	csr	succinylglutamate_desuccinylase/aspartoacylase	51.4	5.7e-89
503	ASF492	bfi	predicted_deacylase	61.0	3.9e-107
504	ASF492	sri	hypothetical_protein	37.6	1.1e-43
505	ASF492	bfi	hypothetical_protein	54.4	7.7e-62
506	ASF492	rix	amidophosphoribosyltransferase_(ec:2.4.2.14)	80.1	8.9e-167
507	ASF492	cct	hypothetical_protein	49.1	2.5e-78
508	ASF492	bamb	matk|group_ii_intron-encoded_protein_ltra_(ec:2.7.7.49)	47.8	1.3e-70
509	ASF492	rim	site-specific_recombinases|dna_invertase_pin_homologs	25.0	1.8e-09
510	ASF492	era	site-specific_recombinases|dna_invertase_pin_homologs	38.9	2.1e-105
511	ASF492	era	site-specific_recombinases|dna_invertase_pin_homologs	60.7	2.1e-190
512	ASF492	rix	hypothetical_protein	53.3	3.4e-17
513	ASF492	era	growth_inhibitor	55.2	1.2e-27
514	ASF492	ere	hypothetical_protein	81.1	4.6e-117
515	ASF492	ere	hypothetical_protein	90.8	1.5e-101
516	ASF492	dae	hypothetical_protein	41.7	5.1e-58
517	ASF492	csh	beta-lactamase_domain-containing_protein	58.3	3.4e-97
518	ASF492	nko	radical_sam_protein	33.5	2.6e-39
519	ASF492	dat	hypothetical_protein	49.7	7.3e-108
520	ASF492	dat	hypothetical_protein	53.5	9.4e-27
521	ASF492	ere	hypothetical_protein	61.4	3.3e-126
522	ASF492	rum	abc-type_multidrug_transport_system|atpase_component	79.2	1.5e-129
523	ASF492	rum	his_kinase_a_(phosphoacceptor)_domain./histidine_kinase-|dna_gyrase_b-	62.4	9.1e-129
524	ASF492	ere	hypothetical_protein	55.8	4.4e-44
525	ASF492	ere	dna-binding_response_regulator	74.9	2.1e-98
526	ASF492	apr	abc_transporter-like_protein	47.2	2.0e-70
527	ASF492	cpas	transposase	71.2	4.6e-135
528	ASF492	ckl	transposase	80.7	7.6e-32
529	ASF492	apr	radical_sam_domain-containing_protein	54.6	6.3e-171
530	ASF492	amt	hypothetical_protein	36.0	1.3e-51
531	ASF492	rob	helix-turn-helix.	54.5	1.1e-10
532	ASF492	rix	response_regulator_of_the_lytr/algr_family	74.8	1.5e-101
533	ASF492	rix	histidine_kinase-|dna_gyrase_b-	54.6	8.5e-61
534	ASF492	rix	histidine_kinase-|dna_gyrase_b-	51.1	4.5e-47
535	ASF492	rix	accessory_gene_regulator_b.	65.4	8.0e-23
536	ASF492	rix	hypothetical_protein	58.0	7.1e-36
537	ASF492	cad	rna_polymerase_factor_sigma-70|ecf23-type	33.1	2.2e-20
538	ASF492	rix	predicted_transcriptional_regulator_with_c-terminal_cbs_domains	37.5	9.2e-11
539	ASF492	cce	hypothetical_protein	36.4	1.0e-04
540	ASF492	csb	tigr04066_family_peptide_maturation_system_protein	48.7	5.4e-49
541	ASF492	csb	ccpm|cys-rich_peptide_radical_sam_maturase_ccpm	52.4	2.3e-151
542	ASF492	rho	hypothetical_protein	60.3	2.7e-71
543	ASF492	era	abc-type_multidrug_transport_system|atpase_and_permease_components	97.1	1.1e-248
544	ASF492	era	subtilase_family.	75.5	6.4e-210
545	ASF492	clb	peptide_maturation_system_protein	37.9	8.9e-38
546	ASF492	csb	ccpm|cys-rich_peptide_radical_sam_maturase_ccpm	44.6	6.5e-114
547	ASF492	ere	hypothetical_protein	47.1	3.3e-48
548	ASF492	ere	sensor_kinase_protein	50.9	4.8e-124
549	ASF492	era	response_regulator_of_the_lytr/algr_family	54.8	6.2e-25
550	ASF492	ere	transcriptional_regulator|lytr/algr_family	54.2	1.8e-37
551	ASF492	txy	hypothetical_protein	37.3	3.7e-65
552	ASF492	ere	putative_inactivated_transposase	67.8	9.9e-153
553	ASF492	ere	phosphoglycolate_phosphatase_(putative)	55.9	1.2e-59
554	ASF492	cdf	nudix_family_hydrolase	77.8	1.2e-92
555	ASF492	mhg	acetyltransferase_(isoleucine_patch_superfamily)_(ec:2.3.1.79_2.3.1.18)	53.6	3.6e-34
556	ASF492	dth	glucose-1-phosphate_thymidylyltransferase	50.3	5.4e-37
557	ASF492	nop	transposase_family_protein	37.6	8.5e-22
558	ASF492	gte	xylose_isomerase_domain-containing_protein	28.0	3.5e-13
559	ASF492	mfe	acetylornithine_aminotransferase_(ec:2.6.1.11)	30.2	8.4e-38
560	ASF492	ain	hypothetical_protein	46.0	4.7e-62
561	ASF492	cja	putative_glucokinase	39.7	1.1e-32
562	ASF492	sur	gacc|2-epi-5-epi-valiolone_synthase_gacc	37.5	2.5e-18
563	ASF492	ert	hypothetical_protein	42.0	5.8e-52
564	ASF492	era	uncharacterized_protein|involved_in_the_regulation_of_septum_location	49.3	6.9e-54
565	ASF492	era	uncharacterized_protein|involved_in_the_regulation_of_septum_location	37.1	7.2e-19
566	ASF492	rix	type_ii_secretory_pathway|component_exea_(predicted_atpase)	65.0	1.2e-72
567	ASF492	rim	dna_methylase	72.4	5.5e-165
568	ASF492	era	dna_methylase	59.2	1.8e-56
569	ASF492	ert	dna_methylase	68.0	1.2e-171
570	ASF492	rix	dna_methylase	45.0	2.4e-128
571	ASF492	fpr	transcriptional_activator|adenine-specific_dna_methyltransferase_(ec:2.1.1.72)	66.1	2.9e-65
572	ASF492	rix	cell_wall-associated_hydrolases_(invasion-associated_proteins)	48.8	6.9e-144
573	ASF492	cdf	dna-methyltransferase|cytosine-n4-specific	65.1	2.6e-120
574	ASF492	ert	domain_of_unknown_function_duf87.	89.1	9.5e-279
575	ASF492	ert	domain_of_unknown_function_duf87.	79.3	1.6e-113
576	ASF492	cpas	transposase	72.7	1.6e-180
577	ASF492	spj	hypothetical_protein	52.2	2.9e-61
578	ASF492	era	hypothetical_protein	81.8	2.0e-129
579	ASF492	era	hypothetical_protein	63.6	1.0e-32
580	ASF492	era	type_iv_secretory_pathway|vird4_components	88.0	4.1e-260
581	ASF492	rix	hypothetical_protein	67.2	3.6e-139
582	ASF492	rix	hypothetical_protein	38.3	3.7e-19
583	ASF492	rim	hypothetical_protein	43.8	9.2e-55
584	ASF492	era	hypothetical_protein	34.6	1.7e-04
585	ASF492	rho	hypothetical_protein	52.9	1.2e-152
586	ASF492	era	hypothetical_protein	67.0	9.4e-32
587	ASF492	ddl	hypothetical_protein	39.2	2.1e-09
588	ASF492	era	hypothetical_protein	65.1	1.9e-39
589	ASF492	era	hypothetical_protein	63.2	1.4e-59
590	ASF492	ert	dna_repair_proteins	56.7	1.6e-52
591	ASF492	era	hypothetical_protein	64.5	5.2e-83
592	ASF492	ddl	transcriptional_regulator	52.3	9.6e-08
593	ASF492	ert	hypothetical_protein	40.0	3.2e-11
594	ASF492	rho	hypothetical_protein	59.5	2.0e-100
595	ASF492	rix	hypothetical_protein	75.6	1.3e-32
596	ASF492	efau	hnh_endonuclease_domain_protein_(ec:3.1.25.-)	65.9	3.8e-78
597	ASF492	abl	hypothetical_protein	30.5	7.9e-36
598	ASF492	rho	relaxase/mobilization_nuclease_family_protein	80.8	7.8e-219
599	ASF492	esr	helix-turn-helix.	94.1	7.1e-57
600	ASF492	cpf	dna-binding_protein	38.3	2.3e-63
601	ASF492	sgy	peptidase_m23	59.8	2.0e-88
602	ASF492	rho	recombinase	75.9	8.8e-187
603	ASF492	lmh	sigma-70|region_4_family	43.5	6.0e-23
604	ASF492	lmh	conjugative_transposon_protein	47.7	7.0e-14
605	ASF492	cdf	integrase|lambdoid_phage_family_tn916-like,ctn6-orf1	91.8	8.6e-121
606	ASF492	sib	putative_transposase	68.0	5.2e-44
607	ASF492	clj	general_stress_protein_26-like_protein	73.9	8.8e-59
608	ASF492	shi	hypothetical_protein	36.3	7.0e-28
609	ASF492	tsu	methyltransferase_type_11	68.2	6.6e-108
610	ASF492	clj	transporter_protein	77.8	4.6e-19
611	ASF492	cle	hypothetical_protein	25.3	8.1e-15
612	ASF492	stb	lantibiotic_abc_transporter_permease	26.4	1.1e-32
613	ASF492	fpa	abc-type_antimicrobial_peptide_transport_system|atpase_component	91.2	3.7e-124
614	ASF492	esr	hypothetical_protein	72.7	3.8e-85
615	ASF492	esr	abc-type_multidrug_transport_system|atpase_component	88.5	2.8e-144
616	ASF492	esr	transcriptional_regulator|gntr_family	86.6	4.8e-54
617	ASF492	fpr	site-specific_recombinases|dna_invertase_pin_homologs	63.8	1.4e-177
618	ASF492	bln	hypothetical_protein	88.3	1.5e-74
619	ASF492	rho	hypothetical_protein	35.4	6.8e-80
620	ASF492	cso	hypothetical_protein	45.4	8.9e-60
621	ASF492	rim	hypothetical_protein	36.4	3.6e-13
622	ASF492	ccb	hypothetical_protein	33.8	2.0e-16
623	ASF492	zpr	uvrd/rep_helicase	31.3	3.9e-51
624	ASF492	cdc	metallo-beta-lactamase	63.2	6.7e-33
625	ASF492	sga	marr_family_transcriptional_regulator	35.5	2.7e-10
626	ASF492	blj	salx-type_abc_antimicrobial_peptide_transport_system_atpase	54.1	9.0e-285
627	ASF492	bif	multidrug_abc_transporter_atp-binding_protein	65.0	6.4e-220
628	ASF492	bif	abc_transporter	65.5	5.1e-228
629	ASF492	axl	mate_family_transporter	40.7	8.2e-83
630	ASF492	ckl	hypothetical_protein	53.3	1.1e-24
631	ASF492	mer	cytoplasmic_protein	79.7	1.2e-44
632	ASF492	mer	cytoplasmic_protein	72.7	5.6e-05
633	ASF492	thl	hypothetical_protein	59.8	1.9e-29
634	ASF492	ddl	kila-n_domain-containing_protein	70.0	3.9e-31
635	ASF492	ddl	kila-n_domain-containing_protein	68.2	1.3e-56
636	ASF492	bprl	gtpase_subunit_of_restriction_endonuclease	52.8	2.2e-26
637	ASF492	clj	hypothetical_protein	54.0	1.3e-96
638	ASF492	seu	sensor_histidine_kinase	32.3	1.2e-06
639	ASF492	csb	agra|accessory_gene_regulator_protein_a	33.8	9.5e-40
640	ASF492	cso	hypothetical_protein	54.4	1.9e-38
641	ASF492	rpx	hypothetical_protein	44.2	1.1e-25
642	ASF492	sri	int|putative_integrase	48.6	6.3e-93
643	ASF492	ova	putative_endonuclease	40.5	4.0e-34
644	ASF492	liv	hypothetical_protein	70.6	5.0e-52
645	ASF492	ddh	sos_response_transcriptional_repressor|reca-mediated_autopeptidase	47.9	7.2e-10
646	ASF492	clj	hypothetical_protein	51.5	4.5e-22
647	ASF492	ckl	sbccd_related_dna_repair_protein	41.0	7.0e-132
648	ASF492	ckl	sbccd_related_dna_repair_protein	29.4	6.5e-75
649	ASF492	fpr	type_i_restriction-modification_system_methyltransferase_subunit	39.4	1.9e-47
650	ASF492	cbr	hypothetical_protein_cbg09238	26.9	1.5e-06
651	ASF492	cbl	hypothetical_protein	27.8	4.3e-22
652	ASF492	mas	gp37gp68_family_protein	36.7	2.8e-25
653	ASF492	esr	predicted_transcriptional_regulators	55.4	2.2e-09
654	ASF492	std	gnat_family_acetyltransferase	42.3	2.1e-18
655	ASF492	cbi	cytidine_deaminase	51.3	1.3e-26
656	ASF492	bprs	hypothetical_protein	77.4	5.1e-50
657	ASF492	ere	hypothetical_protein	76.7	8.3e-34
658	ASF492	rho	hypothetical_protein	77.2	5.6e-121
659	ASF492	lai	hypothetical_protein	66.3	1.8e-83
660	ASF492	ere	hypothetical_protein	78.0	6.4e-56
661	ASF492	scon	hypothetical_protein	66.5	3.2e-67
662	ASF492	ere	hypothetical_protein	85.1	8.1e-139
663	ASF492	fpa	bacterial_mobilisation_protein_(mobc).	77.1	1.3e-51
664	ASF492	dgi	response_regulator_with_chey-like_receiver_domain_and_winged-helix_dna-binding_domain	44.4	2.6e-15
665	ASF492	fpa	dna-directed_rna_polymerase_specialized_sigma_subunit|sigma24_homolog	95.9	3.1e-78
666	ASF492	ere	phosphoglycolate_phosphatase_(putative)	88.8	1.0e-100
667	ASF492	ere	hypothetical_protein	89.3	9.3e-69
668	ASF492	ere	l-rhamnose_operon_transcriptional_activator	87.7	1.9e-111
669	ASF492	efa	trag_family_protein	91.4	2.6e-162
670	ASF492	sanc	group_ii_intron_reverse_transcriptase_maturase	45.0	3.4e-59
671	ASF492	cdc	iron-sulfur_protein	61.7	1.1e-91
672	ASF492	sezo	conjugation_protein	31.9	1.5e-07
673	ASF492	sds	hypothetical_protein	55.3	5.1e-85
674	ASF492	ert	site-specific_recombinases|dna_invertase_pin_homologs	88.8	6.0e-300
675	ASF492	efa	trag_family_protein	92.9	8.8e-45
676	ASF492	efa	hypothetical_protein	90.5	6.6e-24
677	ASF492	efa	hypothetical_protein	88.5	6.8e-61
678	ASF492	efa	hypothetical_protein	88.7	1.4e-145
679	ASF492	efa	hypothetical_protein	93.1	7.5e-161
680	ASF492	sda	putative_site-specific_recombinase	57.6	1.2e-180
681	ASF492	sbr	hypothetical_protein	49.8	1.7e-64
682	ASF492	rho	trag_family_protein	94.2	2.1e-115
683	ASF492	ccl	putative_transcriptional_regulator	56.2	3.4e-92
684	ASF492	seq	hypothetical_protein	72.1	1.1e-33
685	ASF492	fpa	dna-directed_rna_polymerase_specialized_sigma_subunit|sigma24_homolog	72.2	7.8e-43
686	ASF492	cct	acetyltransferase_(gnat)_family.	77.0	3.0e-118
687	ASF492	scon	hypothetical_protein	74.0	1.5e-236
688	ASF492	cso	hypothetical_protein	72.0	1.2e-46
689	ASF492	rto	phage_replisome_organizer|putative	83.9	8.5e-113
690	ASF492	scon	hypothetical_protein	76.4	5.1e-122
691	ASF492	rho	site-specific_recombinase	93.3	3.5e-172
692	ASF492	rob	transposase_and_inactivated_derivatives	80.9	1.4e-92
693	ASF492	ere	hypothetical_protein	78.5	3.4e-128
694	ASF492	rho	transposase_is66	52.0	9.9e-08
695	ASF492	sbr	hypothetical_protein	48.6	2.0e-64
696	ASF492	ccl	hypothetical_protein	40.3	2.6e-65
697	ASF492	txy	hypothetical_protein	54.0	8.4e-23
698	ASF492	coo	plasmid_mobilization_system_relaxase	28.7	8.2e-22
699	ASF492	bfi	hypothetical_protein	40.3	2.0e-25
700	ASF492	rob	beta-lactamase_class_d	46.8	1.2e-73
701	ASF492	cls	hypothetical_protein	44.4	2.1e-09
702	ASF492	cso	site-specific_recombinases|dna_invertase_pin_homologs	66.3	3.7e-30
703	ASF492	efa	hypothetical_protein	86.6	4.3e-42
704	ASF492	lba	hypothetical_protein	48.5	4.9e-35
705	ASF492	lba	hypothetical_protein	53.1	4.7e-110
706	ASF492	bprs	histidine_kinase-|dna_gyrase_b-	47.2	1.5e-117
707	ASF492	bprs	response_regulator_of_the_lytr/algr_family	51.7	1.5e-61
708	ASF492	efa	parb-like_nuclease_domain-containing_protein	64.0	1.1e-125
709	ASF492	efa	hypothetical_protein	94.9	8.1e-110
710	ASF492	efa	resolvase_family_site-specific_recombinase	96.4	9.5e-72
711	ASF492	mfu	sigma-54_dependent_dna-binding_response_regulator	37.6	4.6e-09
712	ASF492	fpa	abc-type_transport_system|involved_in_lipoprotein_release	51.4	5.1e-30
713	ASF492	rob	abc-type_transport_system|involved_in_lipoprotein_release	32.2	3.4e-56
714	ASF492	fpa	abc-type_transport_system|involved_in_lipoprotein_release	42.3	3.0e-33
715	ASF492	fpa	abc-type_antimicrobial_peptide_transport_system|atpase_component	96.8	1.0e-114
716	ASF492	rho	two-component_sensor_histidine_kinase	98.5	2.3e-185
717	ASF492	dat	transposase	47.7	3.1e-14
718	ASF492	btc	initiator_repb_protein	27.5	6.8e-08
719	ASF492	rix	hypothetical_protein	52.0	9.8e-121
720	ASF492	rix	hypothetical_protein	52.0	2.0e-118
721	ASF492	coo	anaerobic_ribonucleoside-triphosphate_reductase_(ec:1.17.4.2)	81.6	3.3e-171
722	ASF492	rum	xaa-pro_aminopeptidase_(ec:3.4.11.9)	42.4	3.2e-96
723	ASF492	eel	chromosome_partitioning_protein	65.1	2.5e-97
724	ASF492	eel	chromosome_partitioning_protein|parb_family	57.7	1.1e-104
725	ASF492	bck	transposase_is4_family_protein	44.1	1.8e-21
726	ASF492	fli	hypothetical_protein	28.6	1.7e-25
727	ASF492	drm	integrase_catalytic_subunit	30.3	1.5e-53
728	ASF492	bprs	hypothetical_protein	63.0	1.8e-35
729	ASF492	rim	site-specific_recombinases|dna_invertase_pin_homologs	64.2	5.3e-85
730	ASF492	rim	site-specific_recombinases|dna_invertase_pin_homologs	66.5	4.6e-212
731	ASF492	ain	integrase_catalytic_region	73.1	5.0e-111
732	ASF492	ain	hypothetical_protein	56.5	1.5e-25
733	ASF492	esu	helix-turn-helix.	74.8	6.1e-49
734	ASF492	dor	zn-dependent_hydrolase	80.7	8.8e-54
735	ASF492	rob	hypothetical_protein	48.3	1.2e-35
736	ASF492	bprm	hypothetical_protein	38.5	1.2e-08
737	ASF492	ert	hypothetical_protein	42.9	3.2e-115
738	ASF492	ert	glycine/serine_hydroxymethyltransferase	53.5	6.0e-40
739	ASF492	era	site-specific_recombinase_xerd	71.1	6.2e-65
740	ASF492	rix	hypothetical_protein	60.0	1.7e-34
741	ASF492	rho	putative_adenine-specific_dna_methylase	64.5	2.1e-49
742	ASF492	twi	transposase_is111a/is1328/is1533	45.9	1.6e-94
743	ASF492	elm	phage/plasmid_primase	63.5	2.0e-58
744	ASF492	elm	phage/plasmid_primase	50.3	7.6e-51
745	ASF492	rho	dna_primase	50.9	6.6e-61
746	ASF492	txy	hypothetical_protein	40.3	1.8e-74
747	ASF492	rho	mobilization_protein	77.0	3.2e-43
748	ASF492	ccl	pas_domain_s-box	44.9	4.5e-92
749	ASF492	rto	response_regulators_consisting_of_a_chey-like_receiver_domain_and_a_winged-helix_dna-binding_domain	59.3	8.3e-23
750	ASF492	cth	phosphate_uptake_regulator_phou	61.1	1.6e-64
751	ASF492	bprl	phosphate_abc_transporter_atp-binding_protein|phot_family_(tc_3.a.1.7.1)_(ec:3.6.3.27)	75.7	1.1e-104
